,geo_code,geo_level,Religion,TRU,Sex,Total
17884,595,district,Hindu,Rural,Male,232386
17885,595,district,Muslim,Rural,Male,49244
17886,595,district,Christian,Rural,Male,235772
17887,595,district,Sikh,Rural,Male,73
17888,595,district,Buddhist,Rural,Male,94
17889,595,district,Jain,Rural,Male,21
17890,595,district,Other religions and persuasions,Rural,Male,139
17891,595,district,Religion not stated,Rural,Male,781
17893,595,district,Hindu,Urban,Male,513013
17894,595,district,Muslim,Urban,Male,205712
17895,595,district,Christian,Urban,Male,378063
17896,595,district,Sikh,Urban,Male,427
17897,595,district,Buddhist,Urban,Male,251
17898,595,district,Jain,Urban,Male,557
17899,595,district,Other religions and persuasions,Urban,Male,519
17900,595,district,Religion not stated,Urban,Male,2505
17911,596,district,Hindu,Rural,Male,259803
17912,596,district,Muslim,Rural,Male,32400
17913,596,district,Christian,Rural,Male,233396
17914,596,district,Sikh,Rural,Male,57
17915,596,district,Buddhist,Rural,Male,91
17916,596,district,Jain,Rural,Male,22
17917,596,district,Other religions and persuasions,Rural,Male,194
17918,596,district,Religion not stated,Rural,Male,1282
17920,596,district,Hindu,Urban,Male,9553
17921,596,district,Muslim,Urban,Male,8419
17922,596,district,Christian,Urban,Male,7518
17923,596,district,Sikh,Urban,Male,2
17924,596,district,Buddhist,Urban,Male,15
17925,596,district,Jain,Urban,Male,0
17926,596,district,Other religions and persuasions,Urban,Male,12
17927,596,district,Religion not stated,Urban,Male,44
17938,597,district,Hindu,Rural,Male,351053
17939,597,district,Muslim,Rural,Male,31587
17940,597,district,Christian,Rural,Male,308079
17941,597,district,Sikh,Rural,Male,82
17942,597,district,Buddhist,Rural,Male,147
17943,597,district,Jain,Rural,Male,33
17944,597,district,Other religions and persuasions,Rural,Male,206
17945,597,district,Religion not stated,Rural,Male,1486
17947,597,district,Hindu,Urban,Male,131420
17948,597,district,Muslim,Urban,Male,30876
17949,597,district,Christian,Urban,Male,112364
17950,597,district,Sikh,Urban,Male,31
17951,597,district,Buddhist,Urban,Male,29
17952,597,district,Jain,Urban,Male,15
17953,597,district,Other religions and persuasions,Urban,Male,121
17954,597,district,Religion not stated,Urban,Male,760
17965,598,district,Hindu,Rural,Male,320818
17966,598,district,Muslim,Rural,Male,33386
17967,598,district,Christian,Rural,Male,108621
17968,598,district,Sikh,Rural,Male,94
17969,598,district,Buddhist,Rural,Male,36
17970,598,district,Jain,Rural,Male,4
17971,598,district,Other religions and persuasions,Rural,Male,78
17972,598,district,Religion not stated,Rural,Male,1676
17974,598,district,Hindu,Urban,Male,371936
17975,598,district,Muslim,Urban,Male,74270
17976,598,district,Christian,Urban,Male,100315
17977,598,district,Sikh,Urban,Male,51
17978,598,district,Buddhist,Urban,Male,36
17979,598,district,Jain,Urban,Male,27
17980,598,district,Other religions and persuasions,Urban,Male,94
17981,598,district,Religion not stated,Urban,Male,1700
17992,599,district,Hindu,Rural,Male,289561
17993,599,district,Muslim,Rural,Male,19240
17994,599,district,Christian,Rural,Male,189122
17995,599,district,Sikh,Rural,Male,73
17996,599,district,Buddhist,Rural,Male,68
17997,599,district,Jain,Rural,Male,19
17998,599,district,Other religions and persuasions,Rural,Male,133
17999,599,district,Religion not stated,Rural,Male,1604
18001,599,district,Hindu,Urban,Male,30030
18002,599,district,Muslim,Urban,Male,6890
18003,599,district,Christian,Urban,Male,24733
18004,599,district,Sikh,Urban,Male,12
18005,599,district,Buddhist,Urban,Male,5
18006,599,district,Jain,Urban,Male,1
18007,599,district,Other religions and persuasions,Urban,Male,20
18008,599,district,Religion not stated,Urban,Male,205
18019,600,district,Hindu,Rural,Male,454278
18020,600,district,Muslim,Rural,Male,105510
18021,600,district,Christian,Rural,Male,118983
18022,600,district,Sikh,Rural,Male,56
18023,600,district,Buddhist,Rural,Male,82
18024,600,district,Jain,Rural,Male,20
18025,600,district,Other religions and persuasions,Rural,Male,112
18026,600,district,Religion not stated,Rural,Male,1646
18028,600,district,Hindu,Urban,Male,350907
18029,600,district,Muslim,Urban,Male,133209
18030,600,district,Christian,Urban,Male,80335
18031,600,district,Sikh,Urban,Male,50
18032,600,district,Buddhist,Urban,Male,44
18033,600,district,Jain,Urban,Male,11
18034,600,district,Other religions and persuasions,Urban,Male,203
18035,600,district,Religion not stated,Urban,Male,1522
18046,601,district,Hindu,Rural,Male,446976
18047,601,district,Muslim,Rural,Male,109843
18048,601,district,Christian,Rural,Male,162883
18049,601,district,Sikh,Rural,Male,63
18050,601,district,Buddhist,Rural,Male,73
18051,601,district,Jain,Rural,Male,13
18052,601,district,Other religions and persuasions,Rural,Male,197
18053,601,district,Religion not stated,Rural,Male,4816
18055,601,district,Hindu,Urban,Male,601678
18056,601,district,Muslim,Urban,Male,103685
18057,601,district,Christian,Urban,Male,145237
18058,601,district,Sikh,Urban,Male,163
18059,601,district,Buddhist,Urban,Male,70
18060,601,district,Jain,Urban,Male,27
18061,601,district,Other religions and persuasions,Urban,Male,350
18062,601,district,Religion not stated,Urban,Male,5604
18100,602,district,Hindu,Rural,Male,613318
18101,602,district,Muslim,Rural,Male,13315
18102,602,district,Christian,Rural,Male,21617
18103,602,district,Sikh,Rural,Male,118
18104,602,district,Buddhist,Rural,Male,72
18105,602,district,Jain,Rural,Male,93
18106,602,district,Other religions and persuasions,Rural,Male,29
18107,602,district,Religion not stated,Rural,Male,1900
18109,602,district,Hindu,Urban,Male,1062364
18110,602,district,Muslim,Urban,Male,59021
18111,602,district,Christian,Urban,Male,94399
18112,602,district,Sikh,Urban,Male,671
18113,602,district,Buddhist,Urban,Male,440
18114,602,district,Jain,Urban,Male,1842
18115,602,district,Other religions and persuasions,Urban,Male,228
18116,602,district,Religion not stated,Urban,Male,6635
18127,603,district,Hindu,Rural,Male,0
18128,603,district,Muslim,Rural,Male,0
18129,603,district,Christian,Rural,Male,0
18130,603,district,Sikh,Rural,Male,0
18131,603,district,Buddhist,Rural,Male,0
18132,603,district,Jain,Rural,Male,0
18133,603,district,Other religions and persuasions,Rural,Male,0
18134,603,district,Religion not stated,Rural,Male,0
18136,603,district,Hindu,Urban,Male,1887443
18137,603,district,Muslim,Urban,Male,223194
18138,603,district,Christian,Urban,Male,176419
18139,603,district,Sikh,Urban,Male,1562
18140,603,district,Buddhist,Urban,Male,1573
18141,603,district,Jain,Urban,Male,26519
18142,603,district,Other religions and persuasions,Urban,Male,978
18143,603,district,Religion not stated,Urban,Male,18156
18154,604,district,Hindu,Rural,Male,686888
18155,604,district,Muslim,Rural,Male,13619
18156,604,district,Christian,Rural,Male,31012
18157,604,district,Sikh,Rural,Male,161
18158,604,district,Buddhist,Rural,Male,91
18159,604,district,Jain,Rural,Male,176
18160,604,district,Other religions and persuasions,Rural,Male,110
18161,604,district,Religion not stated,Rural,Male,2922
18163,604,district,Hindu,Urban,Male,1097158
18164,604,district,Muslim,Urban,Male,74403
18165,604,district,Christian,Urban,Male,95843
18166,604,district,Sikh,Urban,Male,773
18167,604,district,Buddhist,Urban,Male,436
18168,604,district,Jain,Urban,Male,2364
18169,604,district,Other religions and persuasions,Urban,Male,284
18170,604,district,Religion not stated,Urban,Male,6718
18181,605,district,Hindu,Rural,Male,1067204
18182,605,district,Muslim,Rural,Male,27058
18183,605,district,Christian,Rural,Male,21134
18184,605,district,Sikh,Rural,Male,142
18185,605,district,Buddhist,Rural,Male,51
18186,605,district,Jain,Rural,Male,144
18187,605,district,Other religions and persuasions,Rural,Male,59
18188,605,district,Religion not stated,Rural,Male,1309
18190,605,district,Hindu,Urban,Male,629480
18191,605,district,Muslim,Urban,Male,178889
18192,605,district,Christian,Urban,Male,31910
18193,605,district,Sikh,Urban,Male,265
18194,605,district,Buddhist,Urban,Male,200
18195,605,district,Jain,Urban,Male,1636
18196,605,district,Other religions and persuasions,Urban,Male,72
18197,605,district,Religion not stated,Urban,Male,2135
18208,606,district,Hindu,Rural,Male,942950
18209,606,district,Muslim,Rural,Male,18234
18210,606,district,Christian,Rural,Male,24821
18211,606,district,Sikh,Rural,Male,94
18212,606,district,Buddhist,Rural,Male,42
18213,606,district,Jain,Rural,Male,2504
18214,606,district,Other religions and persuasions,Rural,Male,41
18215,606,district,Religion not stated,Rural,Male,1040
18217,606,district,Hindu,Urban,Male,208601
18218,606,district,Muslim,Urban,Male,27349
18219,606,district,Christian,Urban,Male,8096
18220,606,district,Sikh,Urban,Male,28
18221,606,district,Buddhist,Urban,Male,41
18222,606,district,Jain,Urban,Male,1447
18223,606,district,Other religions and persuasions,Urban,Male,13
18224,606,district,Religion not stated,Urban,Male,588
18235,607,district,Hindu,Rural,Male,1386505
18236,607,district,Muslim,Rural,Male,31635
18237,607,district,Christian,Rural,Male,59230
18238,607,district,Sikh,Rural,Male,100
18239,607,district,Buddhist,Rural,Male,83
18240,607,district,Jain,Rural,Male,1121
18241,607,district,Other religions and persuasions,Rural,Male,104
18242,607,district,Religion not stated,Rural,Male,2697
18244,607,district,Hindu,Urban,Male,213362
18245,607,district,Muslim,Urban,Male,34708
18246,607,district,Christian,Urban,Male,9699
18247,607,district,Sikh,Urban,Male,65
18248,607,district,Buddhist,Urban,Male,36
18249,607,district,Jain,Urban,Male,882
18250,607,district,Other religions and persuasions,Urban,Male,40
18251,607,district,Religion not stated,Urban,Male,552
18262,608,district,Hindu,Rural,Male,871325
18263,608,district,Muslim,Rural,Male,4121
18264,608,district,Christian,Rural,Male,7055
18265,608,district,Sikh,Rural,Male,64
18266,608,district,Buddhist,Rural,Male,27
18267,608,district,Jain,Rural,Male,10
18268,608,district,Other religions and persuasions,Rural,Male,41
18269,608,district,Religion not stated,Rural,Male,631
18271,608,district,Hindu,Urban,Male,833126
18272,608,district,Muslim,Urban,Male,43460
18273,608,district,Christian,Urban,Male,19079
18274,608,district,Sikh,Urban,Male,171
18275,608,district,Buddhist,Urban,Male,67
18276,608,district,Jain,Urban,Male,506
18277,608,district,Other religions and persuasions,Urban,Male,91
18278,608,district,Religion not stated,Urban,Male,1797
18289,609,district,Hindu,Rural,Male,509581
18290,609,district,Muslim,Rural,Male,5334
18291,609,district,Christian,Rural,Male,4061
18292,609,district,Sikh,Rural,Male,58
18293,609,district,Buddhist,Rural,Male,51
18294,609,district,Jain,Rural,Male,42
18295,609,district,Other religions and persuasions,Rural,Male,58
18296,609,district,Religion not stated,Rural,Male,1499
18298,609,district,Hindu,Urban,Male,332857
18299,609,district,Muslim,Urban,Male,11016
18300,609,district,Christian,Urban,Male,4281
18301,609,district,Sikh,Urban,Male,45
18302,609,district,Buddhist,Urban,Male,11
18303,609,district,Jain,Urban,Male,9
18304,609,district,Other religions and persuasions,Urban,Male,19
18305,609,district,Religion not stated,Urban,Male,358
18316,610,district,Hindu,Rural,Male,536938
18317,610,district,Muslim,Rural,Male,4739
18318,610,district,Christian,Rural,Male,9753
18319,610,district,Sikh,Rural,Male,90
18320,610,district,Buddhist,Rural,Male,26
18321,610,district,Jain,Rural,Male,22
18322,610,district,Other religions and persuasions,Rural,Male,29
18323,610,district,Religion not stated,Rural,Male,796
18325,610,district,Hindu,Urban,Male,525666
18326,610,district,Muslim,Urban,Male,33094
18327,610,district,Christian,Urban,Male,17541
18328,610,district,Sikh,Urban,Male,152
18329,610,district,Buddhist,Urban,Male,47
18330,610,district,Jain,Urban,Male,302
18331,610,district,Other religions and persuasions,Urban,Male,43
18332,610,district,Religion not stated,Urban,Male,630
18343,611,district,Hindu,Rural,Male,125734
18344,611,district,Muslim,Rural,Male,9841
18345,611,district,Christian,Rural,Male,9989
18346,611,district,Sikh,Rural,Male,31
18347,611,district,Buddhist,Rural,Male,28
18348,611,district,Jain,Rural,Male,19
18349,611,district,Other religions and persuasions,Rural,Male,8
18350,611,district,Religion not stated,Rural,Male,259
18352,611,district,Hindu,Urban,Male,154188
18353,611,district,Muslim,Urban,Male,28344
18354,611,district,Christian,Urban,Male,30614
18355,611,district,Sikh,Urban,Male,153
18356,611,district,Buddhist,Urban,Male,153
18357,611,district,Jain,Urban,Male,448
18358,611,district,Other religions and persuasions,Urban,Male,34
18359,611,district,Religion not stated,Urban,Male,300
18370,612,district,Hindu,Rural,Male,616685
18371,612,district,Muslim,Rural,Male,14611
18372,612,district,Christian,Rural,Male,45395
18373,612,district,Sikh,Rural,Male,100
18374,612,district,Buddhist,Rural,Male,47
18375,612,district,Jain,Rural,Male,10
18376,612,district,Other religions and persuasions,Rural,Male,42
18377,612,district,Religion not stated,Rural,Male,1715
18379,612,district,Hindu,Urban,Male,325787
18380,612,district,Muslim,Urban,Male,37765
18381,612,district,Christian,Urban,Male,37999
18382,612,district,Sikh,Urban,Male,72
18383,612,district,Buddhist,Urban,Male,68
18384,612,district,Jain,Urban,Male,15
18385,612,district,Other religions and persuasions,Urban,Male,24
18386,612,district,Religion not stated,Urban,Male,603
18397,613,district,Hindu,Rural,Male,303624
18398,613,district,Muslim,Rural,Male,4952
18399,613,district,Christian,Rural,Male,3753
18400,613,district,Sikh,Rural,Male,28
18401,613,district,Buddhist,Rural,Male,5
18402,613,district,Jain,Rural,Male,2
18403,613,district,Other religions and persuasions,Rural,Male,17
18404,613,district,Religion not stated,Rural,Male,247
18406,613,district,Hindu,Urban,Male,189603
18407,613,district,Muslim,Urban,Male,21380
18408,613,district,Christian,Urban,Male,4362
18409,613,district,Sikh,Urban,Male,35
18410,613,district,Buddhist,Urban,Male,10
18411,613,district,Jain,Urban,Male,1
18412,613,district,Other religions and persuasions,Urban,Male,19
18413,613,district,Religion not stated,Urban,Male,146
18424,614,district,Hindu,Rural,Male,620980
18425,614,district,Muslim,Rural,Male,14413
18426,614,district,Christian,Rural,Male,52262
18427,614,district,Sikh,Rural,Male,50
18428,614,district,Buddhist,Rural,Male,50
18429,614,district,Jain,Rural,Male,20
18430,614,district,Other religions and persuasions,Rural,Male,51
18431,614,district,Religion not stated,Rural,Male,726
18433,614,district,Hindu,Urban,Male,514379
18434,614,district,Muslim,Urban,Male,79644
18435,614,district,Christian,Urban,Male,67831
18436,614,district,Sikh,Urban,Male,126
18437,614,district,Buddhist,Urban,Male,78
18438,614,district,Jain,Urban,Male,303
18439,614,district,Other religions and persuasions,Urban,Male,79
18440,614,district,Religion not stated,Urban,Male,1292
18451,615,district,Hindu,Rural,Male,222776
18452,615,district,Muslim,Rural,Male,7106
18453,615,district,Christian,Rural,Male,3840
18454,615,district,Sikh,Rural,Male,27
18455,615,district,Buddhist,Rural,Male,18
18456,615,district,Jain,Rural,Male,14
18457,615,district,Other religions and persuasions,Rural,Male,2
18458,615,district,Religion not stated,Rural,Male,143
18460,615,district,Hindu,Urban,Male,38077
18461,615,district,Muslim,Urban,Male,8787
18462,615,district,Christian,Urban,Male,1305
18463,615,district,Sikh,Urban,Male,6
18464,615,district,Buddhist,Urban,Male,3
18465,615,district,Jain,Urban,Male,1
18466,615,district,Other religions and persuasions,Urban,Male,9
18467,615,district,Religion not stated,Urban,Male,43
18478,616,district,Hindu,Rural,Male,317120
18479,616,district,Muslim,Rural,Male,1991
18480,616,district,Christian,Rural,Male,13815
18481,616,district,Sikh,Rural,Male,35
18482,616,district,Buddhist,Rural,Male,43
18483,616,district,Jain,Rural,Male,18
18484,616,district,Other religions and persuasions,Rural,Male,15
18485,616,district,Religion not stated,Rural,Male,216
18487,616,district,Hindu,Urban,Male,34902
18488,616,district,Muslim,Urban,Male,1830
18489,616,district,Christian,Urban,Male,4498
18490,616,district,Sikh,Urban,Male,17
18491,616,district,Buddhist,Urban,Male,9
18492,616,district,Jain,Urban,Male,4
18493,616,district,Other religions and persuasions,Urban,Male,5
18494,616,district,Religion not stated,Urban,Male,185
18505,617,district,Hindu,Rural,Male,824875
18506,617,district,Muslim,Rural,Male,16314
18507,617,district,Christian,Rural,Male,26030
18508,617,district,Sikh,Rural,Male,93
18509,617,district,Buddhist,Rural,Male,45
18510,617,district,Jain,Rural,Male,49
18511,617,district,Other religions and persuasions,Rural,Male,25
18512,617,district,Religion not stated,Rural,Male,1430
18514,617,district,Hindu,Urban,Male,380715
18515,617,district,Muslim,Urban,Male,44980
18516,617,district,Christian,Urban,Male,15342
18517,617,district,Sikh,Urban,Male,116
18518,617,district,Buddhist,Urban,Male,88
18519,617,district,Jain,Urban,Male,600
18520,617,district,Other religions and persuasions,Urban,Male,40
18521,617,district,Religion not stated,Urban,Male,955
18532,618,district,Hindu,Rural,Male,566984
18533,618,district,Muslim,Rural,Male,34742
18534,618,district,Christian,Rural,Male,15924
18535,618,district,Sikh,Rural,Male,61
18536,618,district,Buddhist,Rural,Male,106
18537,618,district,Jain,Rural,Male,229
18538,618,district,Other religions and persuasions,Rural,Male,37
18539,618,district,Religion not stated,Rural,Male,1286
18541,618,district,Hindu,Urban,Male,145006
18542,618,district,Muslim,Urban,Male,25676
18543,618,district,Christian,Urban,Male,7158
18544,618,district,Sikh,Urban,Male,42
18545,618,district,Buddhist,Urban,Male,144
18546,618,district,Jain,Urban,Male,293
18547,618,district,Other religions and persuasions,Urban,Male,20
18548,618,district,Religion not stated,Urban,Male,419
18559,619,district,Hindu,Rural,Male,461300
18560,619,district,Muslim,Rural,Male,24253
18561,619,district,Christian,Rural,Male,13620
18562,619,district,Sikh,Rural,Male,89
18563,619,district,Buddhist,Rural,Male,69
18564,619,district,Jain,Rural,Male,54
18565,619,district,Other religions and persuasions,Rural,Male,17
18566,619,district,Religion not stated,Rural,Male,552
18568,619,district,Hindu,Urban,Male,102348
18569,619,district,Muslim,Urban,Male,21255
18570,619,district,Christian,Urban,Male,2828
18571,619,district,Sikh,Urban,Male,51
18572,619,district,Buddhist,Urban,Male,11
18573,619,district,Jain,Urban,Male,95
18574,619,district,Other religions and persuasions,Urban,Male,13
18575,619,district,Religion not stated,Urban,Male,138
18586,620,district,Hindu,Rural,Male,687301
18587,620,district,Muslim,Rural,Male,36739
18588,620,district,Christian,Rural,Male,39401
18589,620,district,Sikh,Rural,Male,87
18590,620,district,Buddhist,Rural,Male,347
18591,620,district,Jain,Rural,Male,313
18592,620,district,Other religions and persuasions,Rural,Male,42
18593,620,district,Religion not stated,Rural,Male,947
18595,620,district,Hindu,Urban,Male,337582
18596,620,district,Muslim,Urban,Male,52942
18597,620,district,Christian,Urban,Male,25872
18598,620,district,Sikh,Urban,Male,31
18599,620,district,Buddhist,Urban,Male,55
18600,620,district,Jain,Urban,Male,316
18601,620,district,Other religions and persuasions,Urban,Male,24
18602,620,district,Religion not stated,Urban,Male,417
18613,621,district,Hindu,Rural,Male,587225
18614,621,district,Muslim,Rural,Male,29048
18615,621,district,Christian,Rural,Male,28432
18616,621,district,Sikh,Rural,Male,42
18617,621,district,Buddhist,Rural,Male,40
18618,621,district,Jain,Rural,Male,13
18619,621,district,Other religions and persuasions,Rural,Male,108
18620,621,district,Religion not stated,Rural,Male,597
18622,621,district,Hindu,Urban,Male,122752
18623,621,district,Muslim,Urban,Male,26895
18624,621,district,Christian,Urban,Male,7617
18625,621,district,Sikh,Urban,Male,20
18626,621,district,Buddhist,Urban,Male,8
18627,621,district,Jain,Urban,Male,3
18628,621,district,Other religions and persuasions,Urban,Male,25
18629,621,district,Religion not stated,Urban,Male,363
18640,622,district,Hindu,Rural,Male,422924
18641,622,district,Muslim,Rural,Male,9617
18642,622,district,Christian,Rural,Male,28651
18643,622,district,Sikh,Rural,Male,46
18644,622,district,Buddhist,Rural,Male,26
18645,622,district,Jain,Rural,Male,17
18646,622,district,Other religions and persuasions,Rural,Male,9
18647,622,district,Religion not stated,Rural,Male,920
18649,622,district,Hindu,Urban,Male,169846
18650,622,district,Muslim,Urban,Male,27583
18651,622,district,Christian,Urban,Male,8509
18652,622,district,Sikh,Urban,Male,32
18653,622,district,Buddhist,Urban,Male,10
18654,622,district,Jain,Urban,Male,35
18655,622,district,Other religions and persuasions,Urban,Male,4
18656,622,district,Religion not stated,Urban,Male,443
18667,623,district,Hindu,Rural,Male,579739
18668,623,district,Muslim,Rural,Male,14481
18669,623,district,Christian,Rural,Male,5318
18670,623,district,Sikh,Rural,Male,118
18671,623,district,Buddhist,Rural,Male,41
18672,623,district,Jain,Rural,Male,22
18673,623,district,Other religions and persuasions,Rural,Male,39
18674,623,district,Religion not stated,Rural,Male,1489
18676,623,district,Hindu,Urban,Male,808945
18677,623,district,Muslim,Urban,Male,70419
18678,623,district,Christian,Urban,Male,42287
18679,623,district,Sikh,Urban,Male,174
18680,623,district,Buddhist,Urban,Male,61
18681,623,district,Jain,Urban,Male,758
18682,623,district,Other religions and persuasions,Urban,Male,123
18683,623,district,Religion not stated,Urban,Male,2461
18694,624,district,Hindu,Rural,Male,278278
18695,624,district,Muslim,Rural,Male,3678
18696,624,district,Christian,Rural,Male,8235
18697,624,district,Sikh,Rural,Male,33
18698,624,district,Buddhist,Rural,Male,24
18699,624,district,Jain,Rural,Male,5
18700,624,district,Other religions and persuasions,Rural,Male,25
18701,624,district,Religion not stated,Rural,Male,602
18703,624,district,Hindu,Urban,Male,299561
18704,624,district,Muslim,Urban,Male,24511
18705,624,district,Christian,Urban,Male,10169
18706,624,district,Sikh,Urban,Male,50
18707,624,district,Buddhist,Urban,Male,19
18708,624,district,Jain,Urban,Male,9
18709,624,district,Other religions and persuasions,Urban,Male,16
18710,624,district,Religion not stated,Urban,Male,468
18721,625,district,Hindu,Rural,Male,459130
18722,625,district,Muslim,Rural,Male,7183
18723,625,district,Christian,Rural,Male,12867
18724,625,district,Sikh,Rural,Male,63
18725,625,district,Buddhist,Rural,Male,25
18726,625,district,Jain,Rural,Male,11
18727,625,district,Other religions and persuasions,Rural,Male,7
18728,625,district,Religion not stated,Rural,Male,1074
18730,625,district,Hindu,Urban,Male,449671
18731,625,district,Muslim,Urban,Male,16831
18732,625,district,Christian,Urban,Male,19876
18733,625,district,Sikh,Urban,Male,85
18734,625,district,Buddhist,Urban,Male,20
18735,625,district,Jain,Urban,Male,36
18736,625,district,Other religions and persuasions,Urban,Male,24
18737,625,district,Religion not stated,Urban,Male,806
18748,626,district,Hindu,Rural,Male,384564
18749,626,district,Muslim,Rural,Male,51220
18750,626,district,Christian,Rural,Male,36467
18751,626,district,Sikh,Rural,Male,50
18752,626,district,Buddhist,Rural,Male,34
18753,626,district,Jain,Rural,Male,6
18754,626,district,Other religions and persuasions,Rural,Male,11
18755,626,district,Religion not stated,Rural,Male,2156
18757,626,district,Hindu,Urban,Male,144715
18758,626,district,Muslim,Urban,Male,53023
18759,626,district,Christian,Urban,Male,9306
18760,626,district,Sikh,Urban,Male,41
18761,626,district,Buddhist,Urban,Male,3
18762,626,district,Jain,Urban,Male,4
18763,626,district,Other religions and persuasions,Urban,Male,9
18764,626,district,Religion not stated,Urban,Male,1049
18775,627,district,Hindu,Rural,Male,354666
18776,627,district,Muslim,Rural,Male,10705
18777,627,district,Christian,Rural,Male,64101
18778,627,district,Sikh,Rural,Male,31
18779,627,district,Buddhist,Rural,Male,62
18780,627,district,Jain,Rural,Male,11
18781,627,district,Other religions and persuasions,Rural,Male,5
18782,627,district,Religion not stated,Rural,Male,780
18784,627,district,Hindu,Urban,Male,326215
18785,627,district,Muslim,Urban,Male,28265
18786,627,district,Christian,Urban,Male,79361
18787,627,district,Sikh,Urban,Male,42
18788,627,district,Buddhist,Urban,Male,99
18789,627,district,Jain,Urban,Male,19
18790,627,district,Other religions and persuasions,Urban,Male,80
18791,627,district,Religion not stated,Urban,Male,579
18802,628,district,Hindu,Rural,Male,649096
18803,628,district,Muslim,Rural,Male,24040
18804,628,district,Christian,Rural,Male,94220
18805,628,district,Sikh,Rural,Male,67
18806,628,district,Buddhist,Rural,Male,99
18807,628,district,Jain,Rural,Male,23
18808,628,district,Other religions and persuasions,Rural,Male,164
18809,628,district,Religion not stated,Rural,Male,1019
18811,628,district,Hindu,Urban,Male,550539
18812,628,district,Muslim,Urban,Male,127016
18813,628,district,Christian,Urban,Male,73027
18814,628,district,Sikh,Urban,Male,62
18815,628,district,Buddhist,Urban,Male,98
18816,628,district,Jain,Urban,Male,60
18817,628,district,Other religions and persuasions,Urban,Male,18
18818,628,district,Religion not stated,Urban,Male,1364
18829,629,district,Hindu,Rural,Male,81816
18830,629,district,Muslim,Rural,Male,3364
18831,629,district,Christian,Rural,Male,79242
18832,629,district,Sikh,Rural,Male,11
18833,629,district,Buddhist,Rural,Male,46
18834,629,district,Jain,Rural,Male,16
18835,629,district,Other religions and persuasions,Rural,Male,2
18836,629,district,Religion not stated,Rural,Male,441
18838,629,district,Hindu,Urban,Male,371193
18839,629,district,Muslim,Urban,Male,35098
18840,629,district,Christian,Urban,Male,353121
18841,629,district,Sikh,Urban,Male,69
18842,629,district,Buddhist,Urban,Male,171
18843,629,district,Jain,Urban,Male,61
18844,629,district,Other religions and persuasions,Urban,Male,3
18845,629,district,Religion not stated,Urban,Male,1691
18856,630,district,Hindu,Rural,Male,631112
18857,630,district,Muslim,Rural,Male,6276
18858,630,district,Christian,Rural,Male,5285
18859,630,district,Sikh,Rural,Male,72
18860,630,district,Buddhist,Rural,Male,14
18861,630,district,Jain,Rural,Male,7
18862,630,district,Other religions and persuasions,Rural,Male,29
18863,630,district,Religion not stated,Rural,Male,420
18865,630,district,Hindu,Urban,Male,116124
18866,630,district,Muslim,Urban,Male,13040
18867,630,district,Christian,Urban,Male,1699
18868,630,district,Sikh,Urban,Male,18
18869,630,district,Buddhist,Urban,Male,2
18870,630,district,Jain,Urban,Male,10
18871,630,district,Other religions and persuasions,Urban,Male,21
18872,630,district,Religion not stated,Urban,Male,174
18883,631,district,Hindu,Rural,Male,700050
18884,631,district,Muslim,Rural,Male,31125
18885,631,district,Christian,Rural,Male,9432
18886,631,district,Sikh,Rural,Male,130
18887,631,district,Buddhist,Rural,Male,42
18888,631,district,Jain,Rural,Male,46
18889,631,district,Other religions and persuasions,Rural,Male,73
18890,631,district,Religion not stated,Rural,Male,1546
18892,631,district,Hindu,Urban,Male,181346
18893,631,district,Muslim,Urban,Male,27483
18894,631,district,Christian,Urban,Male,8400
18895,631,district,Sikh,Urban,Male,122
18896,631,district,Buddhist,Urban,Male,23
18897,631,district,Jain,Urban,Male,146
18898,631,district,Other religions and persuasions,Urban,Male,34
18899,631,district,Religion not stated,Urban,Male,234
18910,632,district,Hindu,Rural,Male,405017
18911,632,district,Muslim,Rural,Male,5748
18912,632,district,Christian,Rural,Male,6992
18913,632,district,Sikh,Rural,Male,95
18914,632,district,Buddhist,Rural,Male,31
18915,632,district,Jain,Rural,Male,12
18916,632,district,Other religions and persuasions,Rural,Male,14
18917,632,district,Religion not stated,Rural,Male,1123
18919,632,district,Hindu,Urban,Male,1119057
18920,632,district,Muslim,Urban,Male,99944
18921,632,district,Christian,Urban,Male,86502
18922,632,district,Sikh,Urban,Male,524
18923,632,district,Buddhist,Urban,Male,198
18924,632,district,Jain,Urban,Male,1657
18925,632,district,Other religions and persuasions,Urban,Male,114
18926,632,district,Religion not stated,Urban,Male,2269
18937,633,district,Hindu,Rural,Male,463026
18938,633,district,Muslim,Rural,Male,6871
18939,633,district,Christian,Rural,Male,8160
18940,633,district,Sikh,Rural,Male,70
18941,633,district,Buddhist,Rural,Male,31
18942,633,district,Jain,Rural,Male,15
18943,633,district,Other religions and persuasions,Rural,Male,14
18944,633,district,Religion not stated,Rural,Male,1122
18946,633,district,Hindu,Urban,Male,683707
18947,633,district,Muslim,Urban,Male,54964
18948,633,district,Christian,Urban,Male,26349
18949,633,district,Sikh,Urban,Male,212
18950,633,district,Buddhist,Urban,Male,78
18951,633,district,Jain,Urban,Male,180
18952,633,district,Other religions and persuasions,Urban,Male,48
18953,633,district,Religion not stated,Urban,Male,1312
18991,634,district,Hindu,Rural,Male,0
18992,634,district,Muslim,Rural,Male,0
18993,634,district,Christian,Rural,Male,0
18994,634,district,Sikh,Rural,Male,0
18995,634,district,Buddhist,Rural,Male,0
